Energy,Corr,Diss_sim,Homogen,Contrast,ASM,Energy2,Corr2,Diss_sim2,Homogen2,Contrast2,ASM2,Energy3,Corr3,Diss_sim3,Homogen3,Contrast3,ASM3,Energy4,Corr4,Diss_sim4,Homogen4,Contrast4,ASM4,label
0.012478915126815893,0.8531533099295151,19.817351598173516,0.07641795075915062,841.4068915237328,0.0001557233227422745,0.013804085172524674,0.8721364695289593,19.542979468716553,0.06764825189874932,735.1356621582173,0.00019055276745031557,0.022893832818615296,0.9237129270486509,14.58849659628476,0.10959810820840446,446.63572554901725,0.0005241275811267068,0.013988972347648674,0.8572393885432664,19.916687749343197,0.07335357804358789,818.8388245596964,0.00019569134734327925,0
0.012842338340380783,0.8340546517647267,15.715283373623423,0.08566587751038035,498.74816776025483,0.00016492565404881425,0.013028087580082105,0.8547580820111115,15.031059647757129,0.08402644181875203,440.1402549382115,0.00016973106599428957,0.015127593419345718,0.9155163326404002,11.110688050459597,0.12442202913407871,262.7295488635052,0.00022884408266103185,0.013094778129013681,0.8486496318215411,15.167344555804222,0.0845762705643768,456.4392721611364,0.00017147321424809504,0
0.012618861618836883,0.8619473224357832,15.56642108898354,0.08929107842611328,521.6717508921377,0.0001592356685553546,0.012387200542373186,0.8705441807490403,15.780772599007495,0.0794735062814709,490.35051084946963,0.00015344273727697054,0.013619939137830455,0.9069440828482082,12.992307988154304,0.10889061549046465,358.1614168685819,0.00018550274211820577,0.012145695463929051,0.8490103275421806,16.86492166974798,0.07569840998251247,572.9637832052155,0.00014751791830250674,0
0.013050630497449199,0.9110894976628524,13.25296419937838,0.09376969445591955,358.1512796899582,0.00017031895638095114,0.012478616190119217,0.892658911557937,14.98575459764523,0.08430668226353667,435.2872822808212,0.00015571586202030546,0.0131032863007498,0.9005853535611736,14.360813045652092,0.0932687773372784,402.2404330602668,0.0001716961118794174,0.012297538434128799,0.8776180707066037,16.091699912425806,0.08002811299576604,496.2522136810353,0.00015122945153887501,0
0.012965143151958894,0.8479765014433166,14.194217412992595,0.09486351303384727,449.0037412225164,0.00016809493695078658,0.01238450972666534,0.8473342629569899,15.18153157536246,0.0810272098976074,453.1662742045344,0.0001533760811698684,0.013144875194631608,0.8838579047645252,13.448463520633823,0.09497746253179937,345.8171031883388,0.00017278774388244136,0.0124545860835336,0.825675438998349,15.818701955823684,0.07862744697479779,517.1004767928384,0.00015511671451214884,0
0.011865114633241754,0.8017665591778139,17.664901577069184,0.07799941642974917,640.1576301753578,0.0001407809452599676,0.011934852002698126,0.8184816864233859,17.283214945995915,0.07322640775780204,591.2732509487204,0.00014244069232630747,0.01433441028304592,0.8898685266926585,13.20237683166032,0.10921237666167927,371.8816199376946,0.00020547531816269264,0.011908707160466669,0.8146926986828611,17.59927994550939,0.07569315571303158,601.4970322078426,0.0001418173062337501,0
0.011464095566615231,0.8626061979152639,17.576666282951535,0.07656305205373112,657.196442960746,0.00013142548716048698,0.011223796329630754,0.8765612073813889,17.436897927410723,0.06857137544933004,592.879303298628,0.00012597360404903278,0.01405527060954992,0.9313110936248384,12.91511864928272,0.1131570984857118,347.4493288719664,0.00019755063190767777,0.011220151461842224,0.8667198247520015,17.98731147221952,0.06730522295809381,640.7361681424541,0.00012589179882668017,0
0.01251096693542093,0.8612313660360413,14.62044817927171,0.09045267567488362,443.8775373162964,0.00015652429365919576,0.012117661615499918,0.8619253045131401,15.301410917582952,0.07382150714934832,435.8055269047387,0.0001468377230277601,0.013008912498889223,0.896911472216681,12.917887773547172,0.10279036924565227,336.35717857005494,0.00016923180440375622,0.01202860366451377,0.8484001152130644,15.945022866595309,0.06969251249127986,480.43388148292297,0.00014468730611795407,0
0.011653953453676319,0.8706451214077681,16.390833045546987,0.07945523888699282,552.2517363109628,0.00013581463110045417,0.011053209872631985,0.8516770265181266,18.5082027829133,0.06533634517028897,633.3528850831956,0.00012217344848844918,0.012203389520285395,0.8847408674884549,15.804045998230837,0.08887590336984817,487.1069574247143,0.0001489227157838114,0.011164385864436986,0.8457996490890548,18.56687749343193,0.0639943476010939,659.0326165223314,0.0001246435117300404,0
0.01236399577312018,0.8858651527425503,14.37945589194582,0.09577036803748687,436.26161697555733,0.00015286839147773365,0.011883652155320081,0.8759220038496023,15.704446823002822,0.07468590570874373,471.139651649314,0.00014122118854864363,0.012779306016050027,0.89043342436968,14.342294527133571,0.0874363124252569,414.8188531210337,0.0001633106622518524,0.011738652971721648,0.8529067721169995,17.045071518925756,0.07208726785750653,560.1449644837987,0.00013779597359050947,0
